Name,Location,AvgPrice,Currency,Cuisine,MICHELINStars
Dama Juana,Jaén,100,EUR,"Modern Cuisine, Traditional Cuisine",1
Bagá,Jaén,85,EUR,Modern Cuisine,1
La Biblioteca,Pamplona,150,EUR,"Creative, Modern Cuisine",1
Europa,Pamplona,90,EUR,Contemporary,1
Rodero,Pamplona,95,EUR,Modern Cuisine,1
Sollo,Fuengirola,130,EUR,"Creative, Modern Cuisine",1
La Gaia,Eivissa,215,EUR,Fusion,1
Rincón de Diego,Cambrils,112,EUR,Traditional Cuisine,1
Can Bosch,Cambrils,134,EUR,Traditional Cuisine,1
Fogony,Sort,80,EUR,Modern Cuisine,1
Ikaro,Logrono,75,EUR,Creative,1
Kiro Sushi,Logrono,110,EUR,Japanese,1
Coto de Quevedo,Torre de Juan Abad,50,EUR,Traditional Cuisine,1
Odiseo Gastronómico,Murcia,145,EUR,Modern Cuisine,1
Es Fum,Palmanova,150,EUR,Creative,1
Marc Fosh,Palma,120,EUR,Modern Cuisine,1
DINS Santi Taura,Palma,130,EUR,Modern Cuisine,1
Adrián Quetglas,Palma,65,EUR,Modern Cuisine,1
Trigo,Valladolid,55,EUR,Modern Cuisine,1
La Prensa,Saragossa,105,EUR,Contemporary,1
Cancook,Saragossa,120,EUR,Creative,1
Poemas by Hermanos Padrón,Las Palmas de Gran Canaria,120,EUR,Creative,1
Nova,Ourense,90,EUR,Modern Cuisine,1
El Invernadero,Madrid,150,EUR,Modern Cuisine,1
Kabuki,Madrid,95,EUR,Japanese,1
La Tasquería,Madrid,75,EUR,Modern Cuisine,1
Yugo,Madrid,182,EUR,Japanese,1
Gaytán,Madrid,150,EUR,Modern Cuisine,1
Clos Madrid,Madrid,95,EUR,Modern Cuisine,1
Quimbaya,Madrid,65,EUR,Colombian,1
Corral de la Morería Gastronómico,Madrid,75,EUR,Modern Cuisine,1
A'Barra,Madrid,120,EUR,International,1
Saddle,Madrid,120,EUR,Contemporary,1
Ricardo Sanz Wellington,Madrid,130,EUR,Japanese,1
Deessa,Madrid,195,EUR,Creative,1
Cebo,Madrid,135,EUR,Creative,1
Gofio,Madrid,125,EUR,Regional Cuisine,1
Lúa,Madrid,78,EUR,Modern Cuisine,1
Riff,Valencia,110,EUR,"Creative, Modern Cuisine",1
Lienzo,Valencia,95,EUR,Mediterranean Cuisine,1
Kaido Sushi Bar,Valencia,75,EUR,Japanese,1
Fierro,Valencia,95,EUR,Modern Cuisine,1
Yayo Daporta,Cambados,100,EUR,Creative,1
Nublo,Haro,79,EUR,Modern Cuisine,1
Auga,Gijón,90,EUR,Traditional Cuisine,1
Casona del Judío,Santander,82,EUR,Modern Cuisine,1
El Serbal,Santander,78,EUR,Modern Cuisine,1
Choco,Córdoba,125,EUR,"Creative, Andalusian",1
Cocinandos,Leon,63,EUR,Modern Cuisine,1
Pablo,Leon,68,EUR,Modern Cuisine,1
Maruja Limón,Vigo,98,EUR,Creative,1
Silabario,Vigo,88,EUR,Modern Cuisine,1
Mirador de Ulía,Donostia / San Sebastián,120,EUR,Creative,1
eMe Be Garrote,Donostia / San Sebastián,150,EUR,Contemporary,1
Kokotxa,Donostia / San Sebastián,125,EUR,Modern Cuisine,1
Messina,Marbella,93,EUR,Creative,1
Nintai,Marbella,130,EUR,Japanese,1
El Lago,Marbella,90,EUR,Contemporary,1
Mantúa,Jerez de la Frontera,105,EUR,Modern Cuisine,1
LÚ Cocina y Alma,Jerez de la Frontera,155,EUR,Modern Cuisine,1
Oria,Barcelona,115,EUR,Modern Cuisine,1
Alkimia,Barcelona,168,EUR,Modern Cuisine,1
Koy Shunka,Barcelona,147,EUR,Japanese,1
Aürt,Barcelona,110,EUR,Modern Cuisine,1
Caelis,Barcelona,135,EUR,Creative,1
Via Veneto,Barcelona,150,EUR,Classic Cuisine,1
Hisop,Barcelona,75,EUR,Creative,1
Xerta,Barcelona,135,EUR,Creative,1
Dos Palillos,Barcelona,120,EUR,Fusion,1
Atempo,Barcelona,120,EUR,Modern Cuisine,1
Hofmann,Barcelona,95,EUR,Modern Cuisine,1
L'orgueil,Tokyo,"15,000",JPY,French,1
Kaiseki Ohara,Tokyo,"19,000",JPY,Japanese,1
Sushi Kuwano,Tokyo,"33,000",JPY,Sushi,1
LUGDUNUM Bouchon Lyonnais,Tokyo,"13,000",JPY,French,1
Tenoshima,Tokyo,"17,000",JPY,Japanese,1
Sushidokoro Kiraku,Tokyo,"11,000",JPY,Sushi,1
La Clairière,Tokyo,"28,000",JPY,French,1
Sosakumenkobo NAKIRYU,Tokyo,"1,500",JPY,Ramen,1
Tempura Maehira,Tokyo,"22,000",JPY,Tempura,1
Sushi Hashimoto,Tokyo,"28,000",JPY,Sushi,1
MAKIYAKI GINZA ONODERA,Tokyo,"37,000",JPY,French,1
SANT PAU,Tokyo,"30,000",JPY,Spanish,1
L'AFFINAGE,Tokyo,"22,000",JPY,French,1
Nanakusa,Tokyo,"8,000",JPY,Japanese,1
FUSHIKINO,Tokyo,"22,000",JPY,Japanese,1
Jukuseizushi Yorozu,Tokyo,"28,000",JPY,Sushi,1
Jyukou,Tokyo,"43,000",JPY,Japanese,1
Series,Tokyo,"14,000",JPY,Chinese,1
Sushi Kojima,Tokyo,"28,000",JPY,Sushi,1
Kyobashi Tempura Fukamachi,Tokyo,"23,000",JPY,Tempura,1
Sharikimon Onozawa,Tokyo,"20,000",JPY,Japanese,1
Hato,Tokyo,"34,000",JPY,Sushi,1
Aroma Fresca,Tokyo,"25,000",JPY,Italian,1
ShinoiS,Tokyo,"37,000",JPY,Chinese,1
Sushi Masashi,Tokyo,"26,000",JPY,Sushi,1
Simplicité,Tokyo,"20,000",JPY,French,1
LATURE,Tokyo,"18,000",JPY,French,1
Azabu Rokkaku,Tokyo,"20,000",JPY,Izakaya,1
Shimbashi Sasada,Tokyo,"22,000",JPY,Japanese,1
Floraison,Tokyo,"13,000",JPY,French,1
Sushiya Shota,Tokyo,"18,000",JPY,Sushi,1
Ensui,Tokyo,"31,000",JPY,Japanese,1
Dominique Bouchet,Tokyo,"23,000",JPY,French,1
Ren Mishina,Tokyo,"30,000",JPY,Japanese,1
Shokuzen Abe,Tokyo,"24,000",JPY,Japanese,1
Sushi Matsuura,Tokyo,"17,000",JPY,Sushi,1
Nogizaka Shin,Tokyo,"37,000",JPY,Japanese,1
Waketokuyama,Tokyo,"19,000",JPY,Japanese,1
Takagakino Sushi,Tokyo,"25,000",JPY,Sushi,1
l'intemporel,Tokyo,"14,000",JPY,French,1
ESTERRE,Tokyo,"34,000",JPY,French,1
Oniku Karyu,Tokyo,"27,000",JPY,Beef Specialities,1
Yuan Yamori,Tokyo,"10,000",JPY,Soba,1
recte,Tokyo,"19,000",JPY,French,1
Takumi,Tokyo,"16,000",JPY,French,1
GINZA OKUDA,Tokyo,"30,000",JPY,Japanese,1
La Paix,Tokyo,"16,000",JPY,French,1
nôl,Tokyo,"15,000",JPY,Innovative,1
CRAFTALE,Tokyo,"25,000",JPY,French,1
Sushi Murayama,Tokyo,"31,000",JPY,Sushi,1
Towa,Tokyo,"37,000",JPY,Japanese,1
BVLGARI IL RISTORANTE LUCA FANTIN,Tokyo,"31,000",JPY,Italian,1
Imafuku,Tokyo,"20,000",JPY,Sukiyaki,1
Sushi Sugaya,Tokyo,"45,000",JPY,Sushi,1
Ginza Adachi Naoto,Tokyo,"21,000",JPY,Japanese,1
Nanachome,Tokyo,"8,500",JPY,Yakitori,1
Ishibashi,Tokyo,"22,000",JPY,Unagi / Freshwater Eel,1
FARO,Tokyo,"17,000",JPY,Italian,1
Mimosa,Tokyo,"15,000",JPY,Chinese,1
Nœud. TOKYO,Tokyo,"16,000",JPY,French,1
Chugoku Hanten Fureika,Tokyo,"49,000",JPY,Chinese,1
SÉZANNE,Tokyo,"31,000",JPY,"French, French Contemporary",1
est,Tokyo,"25,000",JPY,"French, French Contemporary",1
Seiju,Tokyo,"24,000",JPY,Tempura,1
L'aube,Tokyo,"16,000",JPY,French,1
Shichubo Yung,Tokyo,"9,500",JPY,Chinese,1
Sorahana,Tokyo,"31,000",JPY,Japanese,1
Sumibikappo SHIROSAKA,Tokyo,"19,000",JPY,Japanese,1
Shunkeian Arakaki,Tokyo,"16,000",JPY,Tempura,1
Nishiazabu Taku,Tokyo,"33,000",JPY,Sushi,1
Akasaka Izumi,Tokyo,"36,000",JPY,Fugu / Pufferfish,1
Ode,Tokyo,"20,000",JPY,French,1
SOBAHOUSE KONJIKI HOTOTOGISU,Tokyo,"1,500",JPY,Ramen,1
Sushi Ryujiro,Tokyo,"28,000",JPY,Sushi,1
L'ARGENT,Tokyo,"22,000",JPY,French,1
Oryori Katsushi,Tokyo,"17,000",JPY,Japanese,1
Tamawarai,Tokyo,"10,000",JPY,Soba,1
Ten Yokota,Tokyo,"16,000",JPY,Tempura,1
Kasumicho Yamagami,Tokyo,"37,000",JPY,Japanese,1
Hakuun,Tokyo,"31,000",JPY,Japanese,1
Yakitori Omino,Tokyo,"9,000",JPY,Yakitori,1
Les Saisons,Tokyo,"48,000",JPY,French,1
SHIGEMATSU,Tokyo,"33,000",JPY,Japanese,1
TOUR D'ARGENT,Tokyo,"37,000",JPY,French,1
Asagaya BIRD LAND,Tokyo,"7,500",JPY,Yakitori,1
Onarimon Haru,Tokyo,"22,000",JPY,Japanese,1
Nodaiwa Azabu Iikura Honten,Tokyo,"18,000",JPY,Unagi / Freshwater Eel,1
Tempura Shimomura,Tokyo,"17,000",JPY,Tempura,1
Azabu Ichigo,Tokyo,"16,000",JPY,Oden,1
Arakicho Tatsuya,Tokyo,"10,000",JPY,Japanese,1
REQUINQUER,Tokyo,"20,000",JPY,French,1
Nihombashi Sonoji,Tokyo,"21,000",JPY,Tempura,1
Ichita,Tokyo,"37,000",JPY,Japanese,1
Akasaka Momonoki,Tokyo,"37,000",JPY,Chinese,1
Ginza Kitafuku,Tokyo,"70,000",JPY,Crab Specialities,1
Principio,Tokyo,"13,000",JPY,Italian,1
itsuka,Tokyo,"37,000",JPY,Chinese,1
Genyadana Hamadaya,Tokyo,"66,000",JPY,Japanese,1
Tapas Molecular Bar,Tokyo,"30,000",JPY,Innovative,1
Les enfants gâtés,Tokyo,"19,000",JPY,French,1
Ginza Toyoda,Tokyo,"31,000",JPY,Japanese,1
Nishiazabu Otake,Tokyo,"16,500",JPY,Japanese,1
Tagetsu,Tokyo,"25,000",JPY,Japanese,1
Alchimiste,Tokyo,"28,000",JPY,French,1
Azabujuban Fukuda,Tokyo,"37,000",JPY,Japanese,1
TACUBO,Tokyo,"22,000",JPY,Italian,1
Regalo,Tokyo,"11,000",JPY,Italian,1
Ishibashi,Tokyo,"16,000",JPY,Sukiyaki,1
BOTTEGA,Tokyo,"13,000",JPY,Italian,1
Akebonobashi Marutomi,Tokyo,"19,000",JPY,Japanese,1
abysse,Tokyo,"19,000",JPY,French,1
BIRD LAND,Tokyo,"10,000",JPY,Yakitori,1
Tempura Motoyoshi,Tokyo,"22,000",JPY,Tempura,1
Nishiazabu Sushi Shin,Tokyo,"25,000",JPY,Sushi,1
Le Coq,Tokyo,"13,000",JPY,French,1
Edomae Shinsaku,Tokyo,"20,000",JPY,Tempura,1
Jizozushi,Tokyo,"26,000",JPY,Sushi,1
Seika Kobayashi,Tokyo,"39,000",JPY,Japanese,1
Chugoku Hanten Kohakukyu (Amber Palace),Tokyo,"44,000",JPY,Chinese,1
Tempura Yaguchi,Tokyo,"17,000",JPY,Tempura,1
L'ALGORITHME,Tokyo,"15,000",JPY,French,1
Akasaka Ogino,Tokyo,"33,000",JPY,Japanese,1
le sputnik,Tokyo,"19,000",JPY,French,1
Alter Ego,Tokyo,"19,000",JPY,Italian,1
Tanimoto,Tokyo,"20,000",JPY,Japanese,1
sio,Tokyo,"17,000",JPY,Innovative,1
Le Mange-Tout,Tokyo,"22,000",JPY,French,1
Shunso,Tokyo,"12,000",JPY,Japanese,1
Chukasoba Ginza Hachigou,Tokyo,"2,000",JPY,Ramen,1
au deco,Tokyo,"17,000",JPY,French,1
Azabu Wakei,Tokyo,"25,000",JPY,Japanese,1
Sushi Takamitsu,Tokyo,"33,000",JPY,Sushi,1
Akanezaka Onuma,Tokyo,"19,000",JPY,Japanese,1
Takumi Sushi Owana,Tokyo,"22,000",JPY,Sushi,1
JO,Tokyo,"31,000",JPY,Beef Specialities,1
Hananoren Kagura,Tokyo,"25,000",JPY,Japanese,1
L'ASSE,Tokyo,"12,000",JPY,Italian,1
Sincère,Tokyo,"17,000",JPY,French,1
Sushi Keita,Tokyo,"20,000",JPY,Sushi,1
TEN-MASA,Tokyo,"25,000",JPY,Japanese,1
Okamoto,Tokyo,"55,000",JPY,Japanese,1
Torishiki,Tokyo,"10,000",JPY,Yakitori,1
Tempura Miyashiro,Tokyo,"22,000",JPY,Tempura,1
Ginza Fujiyama,Tokyo,"61,000",JPY,Japanese,1
DEN KUSHI FLORI,Tokyo,"12,000",JPY,Innovative,1
Ginza Yamanobe Edo Chuka,Tokyo,"40,000",JPY,Chinese,1
Akiyama,Tokyo,"21,000",JPY,Japanese,1
Oryori Tsuji,Tokyo,"37,000",JPY,Japanese,1
WASA,Tokyo,"31,000",JPY,Chinese,1
Ristorante HONDA,Tokyo,"19,000",JPY,Italian,1
HANE,SEOUL,"300,000",KRW,Sushi,1
Zero Complex,SEOUL,"180,000",KRW,Innovative,1
Table for Four,SEOUL,"120,000",KRW,Contemporary,1
Muni,SEOUL,"250,000",KRW,Japanese,1
Evett,SEOUL,"200,000",KRW,Innovative,1
Myomi,SEOUL,"205,000",KRW,Contemporary,1
Exquisine,SEOUL,"145,000",KRW,Contemporary,1
Bicena,SEOUL,"210,000",KRW,Korean,1
Onjium,SEOUL,"176,000",KRW,Korean,1
Mitou,SEOUL,"230,000",KRW,Japanese,1
L'Amitié,SEOUL,"190,000",KRW,French,1
Soseoul Hannam,SEOUL,"150,000",KRW,Korean,1
Soigné,SEOUL,"265,000",KRW,Innovative,1
7th Door,SEOUL,"250,000",KRW,Contemporary,1
Kojacha,SEOUL,"250,000",KRW,Asian,1
Terreno,SEOUL,"150,000",KRW,Spanish,1
Sushi Matsumoto,SEOUL,"250,000",KRW,Sushi,1
Pierre Gagnaire,SEOUL,"340,000",KRW,French,1
Muoki,SEOUL,"160,000",KRW,Contemporary,1
L'Amant Secret,SEOUL,"245,000",KRW,Contemporary,1
Sushi Sanghyeon,SEOUL,"330,000",KRW,Sushi,1
Goryori Ken,SEOUL,"200,000",KRW,"Contemporary, Japanese Contemporary",1
YUN,SEOUL,"90,000",KRW,Korean,1
Righi,San Marino,100,EUR,Creative,1
Caracol,Bacoli,130,EUR,Modern Cuisine,1
Umberto De Martino,San Paolo d'Argon,105,EUR,Mediterranean Cuisine,1
Gardenia,Caluso,110,EUR,Modern Cuisine,1
Bianca sul Lago by Emanuele Petrosino,Oggiono,150,EUR,"Creative, Mediterranean Cuisine",1
Virtuoso Gourmet - Tenuta Le Tre Virtù,San Piero a Sieve,150,EUR,"Tuscan, Regional Cuisine",1
Colline Ciociare,Acuto,120,EUR,"Creative, Regional Cuisine",1
Meo Modo,Chiusdino,195,EUR,Creative,1
Claudio,Bergeggi,140,EUR,Seafood,1
Da Gorini,San Piero in Bagno,110,EUR,"Modern Cuisine, Cuisine from Romagna",1
D.One Restaurant,Montepagano,110,EUR,"Modern Cuisine, Contemporary",1
La Favellina,Malo,100,EUR,"Modern Cuisine, Italian Contemporary",1
Il Cantuccio,Albavilla,78,EUR,Modern Cuisine,1
Oseleta,Cavaion Veronese,130,EUR,"Creative, Contemporary",1
Schöneck,Molini,110,EUR,Regional Cuisine,1
Danilo Ciavattini,Viterbo,84,EUR,"Creative, Regional Cuisine",1
I Salotti,Chiusi,150,EUR,Creative,1
Villa Naj,Stradella,80,EUR,"Modern Cuisine, Italian Contemporary",1
Zash,Archi,160,EUR,Creative,1
Nazionale,Vernante,75,EUR,Modern Cuisine,1
Lazzaro 1915,Pontelongo,110,EUR,"Creative, Modern Cuisine",1
Pashà,Conversano,150,EUR,"Modern Cuisine, Regional Cuisine",1
Anna Stuben,Ortisei,140,EUR,Creative,1
Due Camini,Savelletri,200,EUR,Modern Cuisine,1
Silene,Seggiano,120,EUR,Tuscan,1
Ca' Matilde,Rubbianino,115,EUR,"Modern Cuisine, Contemporary",1
Damini Macelleria & Affini,Arzignano,135,EUR,"Italian, Modern Cuisine",1
Spinechile,Schio,120,EUR,Creative,1
Locanda le 4 Ciacole,Roverchiara,80,EUR,Creative,1
Essenza,Terracina,120,EUR,"Italian Contemporary, Modern Cuisine",1
Il Pellicano,Porto Ercole,150,EUR,Creative,1
La Preséf,Mantello,125,EUR,Creative,1
I Pupi,Bagheria,130,EUR,"Modern Cuisine, Seasonal Cuisine",1
Contaminazioni Restaurant,Somma Vesuviana,120,EUR,"Italian Contemporary, Japanese",1
Casin del Gamba,Altissimo,110,EUR,"Modern Cuisine, Contemporary",1
Lido 84,Fasano del Garda,130,EUR,Creative,1
Locanda Margon,Ravina,200,EUR,"Creative, Contemporary",1
Osteria di Passignano,Passignano,100,EUR,Modern Cuisine,1
Aqua Crua,Barbarano Vicentino,160,EUR,"Creative, Modern Cuisine",1
Gambero Rosso,Marina di Gioiosa Ionica,130,EUR,Seafood,1
Andrea Monesi - Locanda di Orta,Orta San Giulio,170,EUR,Modern Cuisine,1
Kuppelrain,Castelbello,130,EUR,Modern Cuisine,1
La Zanzara,Codigoro,110,EUR,Seafood,1
La Capanna di Eraclio,Codigoro,103,EUR,Seafood,1
Josè Restaurant - Tenuta Villa Guerra,Torre del Greco,90,EUR,"Modern Cuisine, Contemporary",1
Il Patio,Pollone,95,EUR,"Modern Cuisine, Contemporary",1
Locanda San Lorenzo,Puos d'Alpago,98,EUR,"Modern Cuisine, Seasonal Cuisine",1
Qafiz,Santa Cristina d'Aspromonte,180,EUR,Modern Cuisine,1
Gusto by Sadler,San Teodoro,150,EUR,Modern Cuisine,1
La Tavola,Laveno,130,EUR,Modern Cuisine,1
Al Metrò,San Salvo Marina,100,EUR,"Modern Cuisine, Mediterranean Cuisine",1
Il Falconiere,San Martino,130,EUR,Tuscan,1
Mistral,Bellagio,250,EUR,Modern Cuisine,1
1908,Soprabolzano,125,EUR,"Creative, Modern Cuisine",1
All'Enoteca,Canale,130,EUR,Modern Cuisine,1
Taverna del Capitano,Marina del Cantone,150,EUR,Creative,1
Piazzetta Milù,Castellammare di Stabia,130,EUR,Creative,1
Iacobucci,Castel Maggiore,110,EUR,Italian Contemporary,1
Gellius,Oderzo,110,EUR,Modern Cuisine,1
Il Bavaglino,Terrasini,95,EUR,"Creative, Contemporary",1
Oasis - Sapori Antichi,Vallesaccarda,85,EUR,"Campanian, Regional Cuisine",1
Franco Mare,Marina di Pietrasanta,140,EUR,Seafood,1
LoRo,Trescore Balneario,125,EUR,Creative,1
Peter Brunel Ristorante Gourmet,Arco,140,EUR,"Modern Cuisine, Italian Contemporary",1
Osteria Altran,Ruda,96,EUR,Modern Cuisine,1
Nido del Picchio,Carpaneto Piacentino,110,EUR,Modern Cuisine,1
L'Arcade,Porto San Giorgio,85,EUR,"Contemporary, Seafood",1
Retroscena,Porto San Giorgio,90,EUR,"Creative, Contemporary",1
Il Refettorio,Conca dei Marini,125,EUR,Mediterranean Cuisine,1
Vecchia Malcesine,Malcesine,140,EUR,Modern Cuisine,1
La Locanda del Borgo,Telese,120,EUR,"Creative, Modern Cuisine",1
Antonello Colonna Labico,Labico,120,EUR,Modern Cuisine,1
Stube Hermitage,Madonna di Campiglio,150,EUR,"Creative, Regional Cuisine",1
Dolomieu,Madonna di Campiglio,136,EUR,"Modern Cuisine, Contemporary",1
Il Gallo Cedrone,Madonna di Campiglio,129,EUR,"Creative, Contemporary",1
Gabbiano 3.0,Marina di Grosseto,180,EUR,Creative,1
Ca' Vittoria,Tigliole,115,EUR,"Piedmontese, Creative",1
Osteria degli Assonica,Sorisole,82,EUR,"Italian Contemporary, Creative",1
Esplanade,Desenzano del Garda,130,EUR,"Modern Cuisine, Italian",1
Trattoria da Amerigo,Savigno,65,EUR,Regional Cuisine,1
Pascucci al Porticciolo,Fiumicino,130,EUR,Seafood,1
Il Tino,Fiumicino,130,EUR,Creative,1
Linfa,San Gimignano,125,EUR,Creative,1
Lanterna Verde,Villa di Chiavenna,120,EUR,"Modern Cuisine, Regional Cuisine",1
Prezioso,Merano,130,EUR,"Modern Cuisine, Creative",1
Sissi,Merano,95,EUR,Modern Cuisine,1
La Ciau del Tornavento,Treiso,115,EUR,Modern Cuisine,1
Signum,Salina,160,EUR,"Contemporary, Sicilian",1
La Veranda del Color,Bardolino,150,EUR,Mediterranean Cuisine,1
Johannesstube,Nova Levante,175,EUR,"Modern Cuisine, Regional Cuisine",1
Guido,Serralunga d'Alba,120,EUR,Piedmontese,1
Locanda Don Serafino,Ragusa,165,EUR,Modern Cuisine,1
Leon d'Oro,Pralboino,120,EUR,"Modern Cuisine, Regional Cuisine",1
Octavin,Arezzo,80,EUR,Creative,1
Il Pievano,Gaiole in Chianti,160,EUR,Modern Cuisine,1
Tilia,Toblach,110,EUR,Modern Cuisine,1
Da Candida,Campione d'Italia,110,EUR,French,1
La Speranzina Restaurant & Relais,Sirmione,135,EUR,"Creative, Contemporary",1
La Rucola 2.0,Sirmione,110,EUR,"Creative, Contemporary",1
Il Papavero,Eboli,62,EUR,Regional Cuisine,1
La Pineta,Marina di Bibbona,85,EUR,Seafood,1
Atelier,Domodossola,90,EUR,Modern Cuisine,1
La Parolina,Trevinano,120,EUR,"Country cooking, Regional Cuisine",1
La Credenza,San Maurizio Canavese,170,EUR,Creative,1
Dolce Stil Novo alla Reggia,Venaria Reale,145,EUR,Modern Cuisine,1
Re Santi e Leoni,Nola,110,EUR,Contemporary,1
Rear Restaurant,Nola,120,EUR,Modern Cuisine,1
Due Colombe,Borgonato,110,EUR,Modern Cuisine,1
Pietramare Natural Food,Isola di Capo Rizzuto,120,EUR,Creative,1
Luigi Lepore,Lamezia Terme,75,EUR,Modern Cuisine,1
"Locanda Vecchia Pavia ""Al Mulino""",Torre del Mangano,90,EUR,Classic Cuisine,1
Il Cappero,Isola Vulcano,160,EUR,"Mediterranean Cuisine, Modern Cuisine",1
Frosio,Almè,85,EUR,Modern Cuisine,1
Il Faro di Capo d'Orso,Maiori,155,EUR,Creative,1
Andreina,Loreto,130,EUR,Regional Cuisine,1
Senso Alfio Ghezzi Mart,Rovereto,100,EUR,"Creative, Italian Contemporary",1
I Castagni,Vigevano,90,EUR,"Classic Cuisine, Modern Cuisine",1
